"V1" "V2" "V3" "V4"
0.384583822313289 0.2558739383785 0.379403372669913 0.445890277063882
0.48061315817904 0.575298187559383 0.436069267962012 0.233145097296074
0.699316353493487 0.483098738768604 0.553723540862848 0.488914878555079
0.504781458370417 0.585750595542777 0.464799503970426 0.429978061725706
0.77773081025407 0.774791586871288 0.779721351338594 0.799440046424934
0.616436594067636 0.260443671082612 0.259416618047908 0.26408271258515
0.705212317494443 0.703731228322795 0.330316355972172 0.375224139768761
0.332156384089103 0.509392472948093 0.514192021715644 0.147541806558365
0.513916573776442 0.114029816742914 0.651741667612441 0.402368871420549
0.378844882832709 0.721924597730322 0.399757375380432 0.561678343910899
0.404457205264407 0.662105955736479 0.659666399411435 0.685285670628218
0.658841051641502 0.686987761204364 0.559310604612619 0.500131640274049
0.0119598343117104 0.962075251212809 0.682884622910933 0.99145046317426
0.967461444128276 0.932498804220813 0.966906486130028 0.0132285649706319
0.574676845802969 0.0811828460118704 0.617244885639593 0.573097044911265
0.196150106077766 0.0240256406050321 0.196061307169657 0.931251651674756
0.635591707656204 0.618596509628333 0.370097939246989 0.0838535761649837
0.603347469892469 0.199808185603615 0.640269042727596 0.0311155880808656
0.857728619641421 0.368485038352446 0.565052616551839 0.622670089289386
0.53483962097016 0.566712868645482 0.852436909091921 0.200904541406999
0.069865683612079 0.431444175208526 0.714438971561322 0.714805387880915
0.174372415240214 0.536030055343872 0.0688178389627865 0.534331578428464
0.45941824084548 0.0644810746125586 0.177632986195022 0.773332771999776
0.362284588216426 0.177128343864752 0.458074575433784 0.454420190360906
0.471198280705721 0.448488316569637 0.417205206300423 0.363022661653304
0.157582302534138 0.417584417651597 0.299597965637076 0.421527413887816
0.983627470086503 0.470675576541908 0.219024200530839 0.299614761790508
0.992855806385705 0.304433666105979 0.031681080818089 0.630773744727776
0.496233923662658 0.631931192157936 0.159146563230024 0.220588913733081
0.921356436889255 0.0365411978837074 0.489993347209747 0.0559531076105486
0.832726622113114 0.485141067796576 0.539185392717627 0.839899048100051
0.426794197261188 0.98074573530721 0.999586846975944 0.49601916624124
0.673062157671666 0.995369479143847 0.830937099855873 0.91746645629064
0.0895589052797732 0.832472828193204 0.42766030981511 0.182711272418601
0.872780771069301 0.527087676695373 0.523506036262916 0.954490956411973
0.307456390015432 0.910177102512534 0.0873016129935422 0.667098963036551
0.808287284851758 0.81073997211206 0.91164059552284 0.423516842123718
0.438749453005585 0.0486979627494293 0.867248835809733 0.5261429319944
0.726615044753999 0.588642367116336 0.810016858273229 0.444243660653228
0.0510375726371421 0.845800268343737 0.438511193684462 0.727088661507878
0.591524347644736 0.149685288106411 0.730052407092444 0.591322002204834
0.518905369488493 0.699605015579436 0.0469096182168869 0.850788494040899
0.21012512253219 0.942626613397806 0.591437864415639 0.697213733663375
0.155182188871549 0.816200667526573 0.208806024480509 0.81286770740553
0.941015992228131 0.229522807401736 0.149034884401772 0.949655917711425
0.68856189800681 0.895010633246784 0.942285139362866 0.479343552748105
0.818454934382316 0.358499150668649 0.694161641631581 0.893807324626323
0.231212383669117 0.881243030025871 0.815013796714993 0.975833476542903
0.408763382256438 0.547667070668467 0.480554422532805 0.120044811832486
0.12439791932411 0.641060654084868 0.897002440902725 0.875321548828651
0.875314662338496 0.137228259900439 0.973913670639377 0.643758284475553
0.549205803419682 0.387974335513718 0.123954237151338 0.0400819275309914
0.641974061110886 0.783264051482547 0.881878931993924 0.135458827884577
0.0464400196760835 0.468269518221859 0.244644688929839 0.27401508332332
0.348206522039618 0.218488613154477 0.13630379926326 0.786711312644911
0.252113134451065 0.598325296508847 0.386219155438084 0.348545375298272
0.235379860252579 0.164830056944993 0.328056566071609 0.211587795613013
0.744323113289283 0.238681614713641 0.34686831579711 0.598575998863453
0.130389301644755 0.34238535948316 0.595077676345682 0.168699978554287
0.926623439778268 0.393552957273641 0.746740868620691 0.235606654388903
0.098629729993263 0.748790312496567 0.927525269431499 0.342711747583962
0.29303082520164 0.286694408849144 0.00269776905588515 0.745961099823035
0.764320025975394 0.00133627267678094 0.100678910728675 0.0738057566486532
0.792910786298307 0.0964975562437758 0.29282281471751 0.0955608395870513
0.266458147214507 0.860690157798672 0.758639482910439 0.863315063881601
0.903251937059395 0.764395034328118 0.795937354283524 0.295774949359839
0.0224854573170887 0.271277942507368 0.266196092994505 0.758793111745035
0.314037439295134 0.316791792776712 0.0169015890405717 0.317143953085179
